38 - NumBooks: 1000, SignUp: 1, BxD: 1, DifferentBooks: 1000, Deadline: 999, ScoreHeuristic: 0.0
64 - NumBooks: 1000, SignUp: 12, BxD: 1, DifferentBooks: 1000, Deadline: 695, ScoreHeuristic: 0.0
78 - NumBooks: 1000, SignUp: 12, BxD: 1, DifferentBooks: 1000, Deadline: 683, ScoreHeuristic: 0.0
91 - NumBooks: 1000, SignUp: 12, BxD: 1, DifferentBooks: 1000, Deadline: 671, ScoreHeuristic: 0.0
59 - NumBooks: 1000, SignUp: 13, BxD: 1, DifferentBooks: 1000, Deadline: 658, ScoreHeuristic: 0.0
99 - NumBooks: 1000, SignUp: 13, BxD: 1, DifferentBooks: 1000, Deadline: 645, ScoreHeuristic: 0.0
7 - NumBooks: 1000, SignUp: 14, BxD: 1, DifferentBooks: 1000, Deadline: 631, ScoreHeuristic: 0.0
15 - NumBooks: 1000, SignUp: 14, BxD: 1, DifferentBooks: 1000, Deadline: 617, ScoreHeuristic: 0.0
58 - NumBooks: 1000, SignUp: 14, BxD: 1, DifferentBooks: 1000, Deadline: 603, ScoreHeuristic: 0.0
83 - NumBooks: 1000, SignUp: 14, BxD: 1, DifferentBooks: 1000, Deadline: 589, ScoreHeuristic: 0.0
3 - NumBooks: 1000, SignUp: 15, BxD: 1, DifferentBooks: 1000, Deadline: 574, ScoreHeuristic: 0.0
4 - NumBooks: 1000, SignUp: 15, BxD: 1, DifferentBooks: 1000, Deadline: 559, ScoreHeuristic: 0.0
12 - NumBooks: 1000, SignUp: 15, BxD: 1, DifferentBooks: 1000, Deadline: 544, ScoreHeuristic: 0.0
20 - NumBooks: 1000, SignUp: 15, BxD: 1, DifferentBooks: 1000, Deadline: 529, ScoreHeuristic: 0.0
28 - NumBooks: 1000, SignUp: 15, BxD: 1, DifferentBooks: 1000, Deadline: 514, ScoreHeuristic: 0.0
41 - NumBooks: 1000, SignUp: 15, BxD: 1, DifferentBooks: 1000, Deadline: 499, ScoreHeuristic: 0.0
45 - NumBooks: 1000, SignUp: 15, BxD: 1, DifferentBooks: 1000, Deadline: 484, ScoreHeuristic: 0.0
63 - NumBooks: 1000, SignUp: 15, BxD: 1, DifferentBooks: 1000, Deadline: 469, ScoreHeuristic: 0.0
81 - NumBooks: 1000, SignUp: 15, BxD: 1, DifferentBooks: 1000, Deadline: 454, ScoreHeuristic: 0.0
87 - NumBooks: 1000, SignUp: 15, BxD: 1, DifferentBooks: 1000, Deadline: 439, ScoreHeuristic: 0.0
5 - NumBooks: 1000, SignUp: 16, BxD: 1, DifferentBooks: 1000, Deadline: 423, ScoreHeuristic: 0.0
19 - NumBooks: 1000, SignUp: 16, BxD: 1, DifferentBooks: 1000, Deadline: 407, ScoreHeuristic: 0.0
23 - NumBooks: 1000, SignUp: 16, BxD: 1, DifferentBooks: 1000, Deadline: 391, ScoreHeuristic: 0.0
26 - NumBooks: 1000, SignUp: 16, BxD: 1, DifferentBooks: 1000, Deadline: 375, ScoreHeuristic: 0.0
85 - NumBooks: 1000, SignUp: 16, BxD: 1, DifferentBooks: 1000, Deadline: 359, ScoreHeuristic: 0.0
94 - NumBooks: 1000, SignUp: 16, BxD: 1, DifferentBooks: 1000, Deadline: 343, ScoreHeuristic: 0.0
44 - NumBooks: 1000, SignUp: 17, BxD: 1, DifferentBooks: 1000, Deadline: 326, ScoreHeuristic: 0.0
47 - NumBooks: 1000, SignUp: 17, BxD: 1, DifferentBooks: 1000, Deadline: 309, ScoreHeuristic: 0.0
50 - NumBooks: 1000, SignUp: 17, BxD: 1, DifferentBooks: 1000, Deadline: 292, ScoreHeuristic: 0.0
72 - NumBooks: 1000, SignUp: 17, BxD: 1, DifferentBooks: 1000, Deadline: 275, ScoreHeuristic: 0.0
74 - NumBooks: 1000, SignUp: 17, BxD: 1, DifferentBooks: 1000, Deadline: 258, ScoreHeuristic: 0.0
93 - NumBooks: 1000, SignUp: 17, BxD: 1, DifferentBooks: 1000, Deadline: 241, ScoreHeuristic: 0.0
8 - NumBooks: 1000, SignUp: 18, BxD: 1, DifferentBooks: 1000, Deadline: 223, ScoreHeuristic: 0.0
25 - NumBooks: 1000, SignUp: 18, BxD: 1, DifferentBooks: 1000, Deadline: 205, ScoreHeuristic: 0.0
33 - NumBooks: 1000, SignUp: 18, BxD: 1, DifferentBooks: 1000, Deadline: 187, ScoreHeuristic: 0.0
39 - NumBooks: 1000, SignUp: 18, BxD: 1, DifferentBooks: 1000, Deadline: 169, ScoreHeuristic: 0.0
70 - NumBooks: 1000, SignUp: 18, BxD: 1, DifferentBooks: 1000, Deadline: 151, ScoreHeuristic: 0.0
71 - NumBooks: 1000, SignUp: 18, BxD: 1, DifferentBooks: 1000, Deadline: 133, ScoreHeuristic: 0.0
80 - NumBooks: 1000, SignUp: 18, BxD: 1, DifferentBooks: 1000, Deadline: 115, ScoreHeuristic: 0.0
98 - NumBooks: 1000, SignUp: 18, BxD: 1, DifferentBooks: 1000, Deadline: 97, ScoreHeuristic: 0.0
54 - NumBooks: 1000, SignUp: 19, BxD: 1, DifferentBooks: 1000, Deadline: 78, ScoreHeuristic: 0.0
68 - NumBooks: 1000, SignUp: 19, BxD: 1, DifferentBooks: 1000, Deadline: 59, ScoreHeuristic: 0.0
0 - NumBooks: 1000, SignUp: 20, BxD: 1, DifferentBooks: 1000, Deadline: 39, ScoreHeuristic: 0.0
1 - NumBooks: 1000, SignUp: 20, BxD: 1, DifferentBooks: 1000, Deadline: 19, ScoreHeuristic: 0.0
END
