72 - NumBooks: 943, SignUp: 1, BxD: 2, DifferentBooks: 0 ScoreHeuristic: 6128.630883751149
607 - NumBooks: 717, SignUp: 1, BxD: 2, DifferentBooks: 0 ScoreHeuristic: 4285.106741317287
902 - NumBooks: 715, SignUp: 1, BxD: 2, DifferentBooks: 0 ScoreHeuristic: 4216.2927314693015
952 - NumBooks: 646, SignUp: 1, BxD: 2, DifferentBooks: 0 ScoreHeuristic: 4138.029562922685
693 - NumBooks: 597, SignUp: 1, BxD: 2, DifferentBooks: 0 ScoreHeuristic: 4028.659586703983
970 - NumBooks: 569, SignUp: 1, BxD: 2, DifferentBooks: 0 ScoreHeuristic: 3668.602549866135
158 - NumBooks: 579, SignUp: 1, BxD: 2, DifferentBooks: 0 ScoreHeuristic: 3581.2582889647174
506 - NumBooks: 620, SignUp: 1, BxD: 2, DifferentBooks: 0 ScoreHeuristic: 3570.2196111440026
27 - NumBooks: 578, SignUp: 1, BxD: 2, DifferentBooks: 0 ScoreHeuristic: 3528.72623605652
665 - NumBooks: 548, SignUp: 1, BxD: 2, DifferentBooks: 0 ScoreHeuristic: 3500.014191740663
13 - NumBooks: 2, SignUp: 5, BxD: 2, DifferentBooks: 0 ScoreHeuristic: 3457.44
244 - NumBooks: 585, SignUp: 1, BxD: 2, DifferentBooks: 0 ScoreHeuristic: 3438.8201285801933
779 - NumBooks: 580, SignUp: 1, BxD: 2, DifferentBooks: 0 ScoreHeuristic: 3423.936487549308
82 - NumBooks: 506, SignUp: 1, BxD: 2, DifferentBooks: 0 ScoreHeuristic: 3414.588684423586
959 - NumBooks: 554, SignUp: 1, BxD: 2, DifferentBooks: 0 ScoreHeuristic: 3327.6239279802967
594 - NumBooks: 994, SignUp: 1, BxD: 1, DifferentBooks: 0 ScoreHeuristic: 3249.172376501299
209 - NumBooks: 997, SignUp: 1, BxD: 1, DifferentBooks: 0 ScoreHeuristic: 3039.209249665563
239 - NumBooks: 461, SignUp: 1, BxD: 2, DifferentBooks: 0 ScoreHeuristic: 3016.6302549825587
388 - NumBooks: 442, SignUp: 1, BxD: 2, DifferentBooks: 0 ScoreHeuristic: 3006.185426006144
848 - NumBooks: 460, SignUp: 1, BxD: 2, DifferentBooks: 0 ScoreHeuristic: 2901.4049291744136
600 - NumBooks: 915, SignUp: 1, BxD: 1, DifferentBooks: 0 ScoreHeuristic: 2838.36490726175
690 - NumBooks: 924, SignUp: 1, BxD: 1, DifferentBooks: 0 ScoreHeuristic: 2789.111578874917
808 - NumBooks: 891, SignUp: 1, BxD: 1, DifferentBooks: 0 ScoreHeuristic: 2760.618853917356
597 - NumBooks: 825, SignUp: 1, BxD: 1, DifferentBooks: 0 ScoreHeuristic: 2696.1251020661052
894 - NumBooks: 477, SignUp: 1, BxD: 2, DifferentBooks: 0 ScoreHeuristic: 2689.3568778565195
969 - NumBooks: 479, SignUp: 1, BxD: 2, DifferentBooks: 0 ScoreHeuristic: 2627.2669683220483
589 - NumBooks: 391, SignUp: 1, BxD: 2, DifferentBooks: 0 ScoreHeuristic: 2616.049233170348
178 - NumBooks: 844, SignUp: 1, BxD: 1, DifferentBooks: 0 ScoreHeuristic: 2603.334670786311
304 - NumBooks: 428, SignUp: 1, BxD: 2, DifferentBooks: 0 ScoreHeuristic: 2596.093744180982
69 - NumBooks: 464, SignUp: 1, BxD: 2, DifferentBooks: 0 ScoreHeuristic: 2544.3406481809598
4 - NumBooks: 743, SignUp: 1, BxD: 1, DifferentBooks: 0 ScoreHeuristic: 2397.9789033600387
944 - NumBooks: 381, SignUp: 1, BxD: 2, DifferentBooks: 0 ScoreHeuristic: 2354.80245745015
0 - NumBooks: 344, SignUp: 1, BxD: 2, DifferentBooks: 0 ScoreHeuristic: 2225.608122020664
443 - NumBooks: 371, SignUp: 1, BxD: 2, DifferentBooks: 0 ScoreHeuristic: 2139.4484181590037
491 - NumBooks: 604, SignUp: 1, BxD: 1, DifferentBooks: 0 ScoreHeuristic: 2051.5504383095645
626 - NumBooks: 640, SignUp: 1, BxD: 1, DifferentBooks: 0 ScoreHeuristic: 2041.1958664483188
245 - NumBooks: 358, SignUp: 1, BxD: 2, DifferentBooks: 0 ScoreHeuristic: 1980.1186145764575
241 - NumBooks: 580, SignUp: 1, BxD: 1, DifferentBooks: 0 ScoreHeuristic: 1952.5699280511635
270 - NumBooks: 621, SignUp: 1, BxD: 1, DifferentBooks: 0 ScoreHeuristic: 1943.135160291566
575 - NumBooks: 311, SignUp: 1, BxD: 2, DifferentBooks: 0 ScoreHeuristic: 1933.7656438139552
854 - NumBooks: 632, SignUp: 1, BxD: 1, DifferentBooks: 0 ScoreHeuristic: 1913.4869927609768
495 - NumBooks: 668, SignUp: 1, BxD: 1, DifferentBooks: 0 ScoreHeuristic: 1907.837951073875
343 - NumBooks: 619, SignUp: 1, BxD: 1, DifferentBooks: 0 ScoreHeuristic: 1897.833310301228
476 - NumBooks: 628, SignUp: 1, BxD: 1, DifferentBooks: 0 ScoreHeuristic: 1868.9481333008453
447 - NumBooks: 327, SignUp: 1, BxD: 2, DifferentBooks: 0 ScoreHeuristic: 1857.8038755797231
772 - NumBooks: 327, SignUp: 1, BxD: 2, DifferentBooks: 0 ScoreHeuristic: 1835.983827156492
112 - NumBooks: 309, SignUp: 1, BxD: 2, DifferentBooks: 0 ScoreHeuristic: 1802.6512325033914
566 - NumBooks: 270, SignUp: 1, BxD: 2, DifferentBooks: 0 ScoreHeuristic: 1795.1093698336235
140 - NumBooks: 292, SignUp: 1, BxD: 2, DifferentBooks: 0 ScoreHeuristic: 1740.7405862310416
478 - NumBooks: 631, SignUp: 1, BxD: 1, DifferentBooks: 0 ScoreHeuristic: 1737.6213541364605
23 - NumBooks: 584, SignUp: 1, BxD: 1, DifferentBooks: 0 ScoreHeuristic: 1704.953897736798
387 - NumBooks: 604, SignUp: 1, BxD: 1, DifferentBooks: 0 ScoreHeuristic: 1689.8916169260872
653 - NumBooks: 278, SignUp: 1, BxD: 2, DifferentBooks: 0 ScoreHeuristic: 1683.1043716791426
844 - NumBooks: 328, SignUp: 1, BxD: 2, DifferentBooks: 0 ScoreHeuristic: 1675.654158353131
736 - NumBooks: 553, SignUp: 1, BxD: 1, DifferentBooks: 0 ScoreHeuristic: 1648.0027602832427
350 - NumBooks: 527, SignUp: 1, BxD: 1, DifferentBooks: 0 ScoreHeuristic: 1628.6758996157287
316 - NumBooks: 226, SignUp: 1, BxD: 2, DifferentBooks: 0 ScoreHeuristic: 1576.075206849321
669 - NumBooks: 514, SignUp: 1, BxD: 1, DifferentBooks: 0 ScoreHeuristic: 1558.2740232235008
125 - NumBooks: 524, SignUp: 1, BxD: 1, DifferentBooks: 0 ScoreHeuristic: 1533.1679286818426
148 - NumBooks: 952, SignUp: 2, BxD: 2, DifferentBooks: 0 ScoreHeuristic: 1468.9912492776623
852 - NumBooks: 958, SignUp: 2, BxD: 2, DifferentBooks: 0 ScoreHeuristic: 1468.737583262621
700 - NumBooks: 970, SignUp: 2, BxD: 2, DifferentBooks: 0 ScoreHeuristic: 1448.018792497236
71 - NumBooks: 255, SignUp: 1, BxD: 2, DifferentBooks: 0 ScoreHeuristic: 1439.8895171268593
428 - NumBooks: 231, SignUp: 1, BxD: 2, DifferentBooks: 0 ScoreHeuristic: 1425.6197140651739
80 - NumBooks: 233, SignUp: 1, BxD: 2, DifferentBooks: 0 ScoreHeuristic: 1424.595410982754
232 - NumBooks: 957, SignUp: 2, BxD: 2, DifferentBooks: 0 ScoreHeuristic: 1423.518033265962
536 - NumBooks: 234, SignUp: 1, BxD: 2, DifferentBooks: 0 ScoreHeuristic: 1387.9613611697648
828 - NumBooks: 873, SignUp: 2, BxD: 2, DifferentBooks: 0 ScoreHeuristic: 1373.7775315351394
520 - NumBooks: 895, SignUp: 2, BxD: 2, DifferentBooks: 0 ScoreHeuristic: 1351.178754878836
830 - NumBooks: 857, SignUp: 2, BxD: 2, DifferentBooks: 0 ScoreHeuristic: 1292.7797639061969
971 - NumBooks: 415, SignUp: 1, BxD: 1, DifferentBooks: 0 ScoreHeuristic: 1273.4637380589431
676 - NumBooks: 223, SignUp: 1, BxD: 2, DifferentBooks: 0 ScoreHeuristic: 1268.2172525672884
678 - NumBooks: 840, SignUp: 2, BxD: 2, DifferentBooks: 0 ScoreHeuristic: 1266.4204706064445
691 - NumBooks: 930, SignUp: 2, BxD: 2, DifferentBooks: 0 ScoreHeuristic: 1264.658627877952
455 - NumBooks: 381, SignUp: 1, BxD: 1, DifferentBooks: 0 ScoreHeuristic: 1260.6153224543248
512 - NumBooks: 779, SignUp: 2, BxD: 2, DifferentBooks: 0 ScoreHeuristic: 1195.0707157000293
639 - NumBooks: 740, SignUp: 2, BxD: 2, DifferentBooks: 0 ScoreHeuristic: 1186.7684839506273
630 - NumBooks: 411, SignUp: 1, BxD: 1, DifferentBooks: 0 ScoreHeuristic: 1166.695317077631
793 - NumBooks: 391, SignUp: 1, BxD: 1, DifferentBooks: 0 ScoreHeuristic: 1151.7765315878862
737 - NumBooks: 759, SignUp: 2, BxD: 2, DifferentBooks: 0 ScoreHeuristic: 1149.293774583237
267 - NumBooks: 720, SignUp: 2, BxD: 2, DifferentBooks: 0 ScoreHeuristic: 1144.0931670728528
242 - NumBooks: 185, SignUp: 1, BxD: 2, DifferentBooks: 0 ScoreHeuristic: 1132.2311774519897
606 - NumBooks: 679, SignUp: 2, BxD: 2, DifferentBooks: 0 ScoreHeuristic: 1129.9600698525355
569 - NumBooks: 196, SignUp: 1, BxD: 2, DifferentBooks: 0 ScoreHeuristic: 1122.9848316924595
621 - NumBooks: 675, SignUp: 2, BxD: 2, DifferentBooks: 0 ScoreHeuristic: 1107.6984462424898
320 - NumBooks: 786, SignUp: 2, BxD: 2, DifferentBooks: 0 ScoreHeuristic: 1096.4227738422321
795 - NumBooks: 331, SignUp: 1, BxD: 1, DifferentBooks: 0 ScoreHeuristic: 1061.255439600467
411 - NumBooks: 697, SignUp: 2, BxD: 2, DifferentBooks: 0 ScoreHeuristic: 1058.1732991776198
366 - NumBooks: 395, SignUp: 1, BxD: 1, DifferentBooks: 0 ScoreHeuristic: 1041.7411711194725
834 - NumBooks: 656, SignUp: 2, BxD: 2, DifferentBooks: 0 ScoreHeuristic: 1037.663613139102
633 - NumBooks: 676, SignUp: 2, BxD: 2, DifferentBooks: 0 ScoreHeuristic: 1036.3540520399379
56 - NumBooks: 207, SignUp: 1, BxD: 2, DifferentBooks: 0 ScoreHeuristic: 992.4147145832184
105 - NumBooks: 646, SignUp: 2, BxD: 2, DifferentBooks: 0 ScoreHeuristic: 991.3585110747674
650 - NumBooks: 195, SignUp: 1, BxD: 2, DifferentBooks: 0 ScoreHeuristic: 969.1349858123299
191 - NumBooks: 324, SignUp: 1, BxD: 1, DifferentBooks: 0 ScoreHeuristic: 943.0339698843442
179 - NumBooks: 575, SignUp: 2, BxD: 2, DifferentBooks: 0 ScoreHeuristic: 935.5486754796959
798 - NumBooks: 272, SignUp: 1, BxD: 1, DifferentBooks: 0 ScoreHeuristic: 921.260921588431
160 - NumBooks: 556, SignUp: 2, BxD: 2, DifferentBooks: 0 ScoreHeuristic: 921.0515475437776
45 - NumBooks: 573, SignUp: 2, BxD: 2, DifferentBooks: 0 ScoreHeuristic: 861.251600180934
510 - NumBooks: 560, SignUp: 2, BxD: 2, DifferentBooks: 0 ScoreHeuristic: 795.1116447744764
323 - NumBooks: 142, SignUp: 1, BxD: 2, DifferentBooks: 0 ScoreHeuristic: 776.5256504353418
555 - NumBooks: 997, SignUp: 2, BxD: 1, DifferentBooks: 0 ScoreHeuristic: 772.0867373001254
336 - NumBooks: 520, SignUp: 2, BxD: 2, DifferentBooks: 0 ScoreHeuristic: 769.403877444382
333 - NumBooks: 529, SignUp: 2, BxD: 2, DifferentBooks: 0 ScoreHeuristic: 768.4959957237297
457 - NumBooks: 446, SignUp: 2, BxD: 2, DifferentBooks: 0 ScoreHeuristic: 763.7187029036356
809 - NumBooks: 555, SignUp: 2, BxD: 2, DifferentBooks: 0 ScoreHeuristic: 755.0743279653226
151 - NumBooks: 125, SignUp: 1, BxD: 2, DifferentBooks: 0 ScoreHeuristic: 746.3706834771262
184 - NumBooks: 119, SignUp: 1, BxD: 2, DifferentBooks: 0 ScoreHeuristic: 741.2745307340751
577 - NumBooks: 957, SignUp: 2, BxD: 1, DifferentBooks: 0 ScoreHeuristic: 731.8153658215764
389 - NumBooks: 483, SignUp: 2, BxD: 2, DifferentBooks: 0 ScoreHeuristic: 722.3843246754217
358 - NumBooks: 522, SignUp: 2, BxD: 2, DifferentBooks: 0 ScoreHeuristic: 717.2888293049868
556 - NumBooks: 863, SignUp: 2, BxD: 1, DifferentBooks: 0 ScoreHeuristic: 701.2243506108476
995 - NumBooks: 932, SignUp: 2, BxD: 1, DifferentBooks: 0 ScoreHeuristic: 700.0567985812094
117 - NumBooks: 828, SignUp: 2, BxD: 1, DifferentBooks: 0 ScoreHeuristic: 695.5902784856406
911 - NumBooks: 465, SignUp: 2, BxD: 2, DifferentBooks: 0 ScoreHeuristic: 695.1239996626668
973 - NumBooks: 486, SignUp: 2, BxD: 2, DifferentBooks: 0 ScoreHeuristic: 690.2739331594792
234 - NumBooks: 485, SignUp: 2, BxD: 2, DifferentBooks: 0 ScoreHeuristic: 689.1368713805998
220 - NumBooks: 985, SignUp: 3, BxD: 2, DifferentBooks: 0 ScoreHeuristic: 673.2064625060984
273 - NumBooks: 479, SignUp: 2, BxD: 2, DifferentBooks: 0 ScoreHeuristic: 668.9025622938967
21 - NumBooks: 509, SignUp: 2, BxD: 2, DifferentBooks: 0 ScoreHeuristic: 665.6921759442404
62 - NumBooks: 499, SignUp: 2, BxD: 2, DifferentBooks: 0 ScoreHeuristic: 663.6166375806217
335 - NumBooks: 851, SignUp: 2, BxD: 1, DifferentBooks: 0 ScoreHeuristic: 657.79530536633
359 - NumBooks: 794, SignUp: 2, BxD: 1, DifferentBooks: 0 ScoreHeuristic: 655.8776941908202
950 - NumBooks: 450, SignUp: 2, BxD: 2, DifferentBooks: 0 ScoreHeuristic: 646.0995326431275
780 - NumBooks: 912, SignUp: 3, BxD: 2, DifferentBooks: 0 ScoreHeuristic: 633.496300184122
472 - NumBooks: 116, SignUp: 1, BxD: 2, DifferentBooks: 0 ScoreHeuristic: 631.6699479097101
233 - NumBooks: 75, SignUp: 1, BxD: 2, DifferentBooks: 0 ScoreHeuristic: 592.3082651658224
461 - NumBooks: 869, SignUp: 3, BxD: 2, DifferentBooks: 0 ScoreHeuristic: 589.7338090717451
142 - NumBooks: 819, SignUp: 2, BxD: 1, DifferentBooks: 0 ScoreHeuristic: 585.1862072366021
60 - NumBooks: 737, SignUp: 2, BxD: 1, DifferentBooks: 0 ScoreHeuristic: 574.5231829912757
993 - NumBooks: 855, SignUp: 2, BxD: 1, DifferentBooks: 0 ScoreHeuristic: 570.5154463262447
587 - NumBooks: 751, SignUp: 2, BxD: 1, DifferentBooks: 0 ScoreHeuristic: 564.4035038775296
150 - NumBooks: 750, SignUp: 2, BxD: 1, DifferentBooks: 0 ScoreHeuristic: 564.3292956644765
504 - NumBooks: 841, SignUp: 3, BxD: 2, DifferentBooks: 0 ScoreHeuristic: 563.9914232630078
288 - NumBooks: 857, SignUp: 3, BxD: 2, DifferentBooks: 0 ScoreHeuristic: 563.0623862861529
268 - NumBooks: 745, SignUp: 2, BxD: 1, DifferentBooks: 0 ScoreHeuristic: 560.0578025142167
821 - NumBooks: 810, SignUp: 3, BxD: 2, DifferentBooks: 0 ScoreHeuristic: 559.9856913609412
674 - NumBooks: 797, SignUp: 3, BxD: 2, DifferentBooks: 0 ScoreHeuristic: 542.2463068746771
687 - NumBooks: 159, SignUp: 1, BxD: 1, DifferentBooks: 0 ScoreHeuristic: 538.4911097856119
14 - NumBooks: 835, SignUp: 3, BxD: 2, DifferentBooks: 0 ScoreHeuristic: 535.5832123921953
462 - NumBooks: 629, SignUp: 2, BxD: 1, DifferentBooks: 0 ScoreHeuristic: 525.0650208393475
410 - NumBooks: 736, SignUp: 2, BxD: 1, DifferentBooks: 0 ScoreHeuristic: 523.5350856238725
104 - NumBooks: 826, SignUp: 3, BxD: 2, DifferentBooks: 0 ScoreHeuristic: 522.3249987103392
332 - NumBooks: 103, SignUp: 1, BxD: 2, DifferentBooks: 0 ScoreHeuristic: 516.8442253893388
517 - NumBooks: 687, SignUp: 3, BxD: 2, DifferentBooks: 0 ScoreHeuristic: 512.656098765091
716 - NumBooks: 322, SignUp: 2, BxD: 2, DifferentBooks: 0 ScoreHeuristic: 511.50633876416686
128 - NumBooks: 351, SignUp: 2, BxD: 2, DifferentBooks: 0 ScoreHeuristic: 496.3658408756531
563 - NumBooks: 697, SignUp: 2, BxD: 1, DifferentBooks: 0 ScoreHeuristic: 495.6400287855532
623 - NumBooks: 759, SignUp: 3, BxD: 2, DifferentBooks: 0 ScoreHeuristic: 493.9515514032193
838 - NumBooks: 718, SignUp: 3, BxD: 2, DifferentBooks: 0 ScoreHeuristic: 489.92370909605756
83 - NumBooks: 263, SignUp: 2, BxD: 2, DifferentBooks: 0 ScoreHeuristic: 489.3071241765756
996 - NumBooks: 682, SignUp: 3, BxD: 2, DifferentBooks: 0 ScoreHeuristic: 488.55401658585106
927 - NumBooks: 669, SignUp: 3, BxD: 2, DifferentBooks: 0 ScoreHeuristic: 478.23143493901614
666 - NumBooks: 644, SignUp: 3, BxD: 2, DifferentBooks: 0 ScoreHeuristic: 473.9662059101619
962 - NumBooks: 601, SignUp: 2, BxD: 1, DifferentBooks: 0 ScoreHeuristic: 469.4430297691647
64 - NumBooks: 551, SignUp: 2, BxD: 1, DifferentBooks: 0 ScoreHeuristic: 467.74139750781615
534 - NumBooks: 563, SignUp: 2, BxD: 1, DifferentBooks: 0 ScoreHeuristic: 451.77725787182993
102 - NumBooks: 636, SignUp: 3, BxD: 2, DifferentBooks: 0 ScoreHeuristic: 449.5577412163491
853 - NumBooks: 296, SignUp: 2, BxD: 2, DifferentBooks: 0 ScoreHeuristic: 449.46223263843325
581 - NumBooks: 597, SignUp: 2, BxD: 1, DifferentBooks: 0 ScoreHeuristic: 446.07422969050054
247 - NumBooks: 253, SignUp: 2, BxD: 2, DifferentBooks: 0 ScoreHeuristic: 443.36964675550144
483 - NumBooks: 621, SignUp: 3, BxD: 2, DifferentBooks: 0 ScoreHeuristic: 430.501354389643
815 - NumBooks: 621, SignUp: 2, BxD: 1, DifferentBooks: 0 ScoreHeuristic: 428.44416232760113
217 - NumBooks: 285, SignUp: 2, BxD: 2, DifferentBooks: 0 ScoreHeuristic: 424.8546198418487
383 - NumBooks: 679, SignUp: 3, BxD: 2, DifferentBooks: 0 ScoreHeuristic: 420.927752269229
213 - NumBooks: 638, SignUp: 3, BxD: 2, DifferentBooks: 0 ScoreHeuristic: 419.0005351067486
625 - NumBooks: 630, SignUp: 3, BxD: 2, DifferentBooks: 0 ScoreHeuristic: 416.0577710585941
356 - NumBooks: 551, SignUp: 2, BxD: 1, DifferentBooks: 0 ScoreHeuristic: 412.18858401258194
431 - NumBooks: 565, SignUp: 2, BxD: 1, DifferentBooks: 0 ScoreHeuristic: 408.2869110912462
773 - NumBooks: 124, SignUp: 1, BxD: 1, DifferentBooks: 0 ScoreHeuristic: 408.01802763402947
434 - NumBooks: 953, SignUp: 4, BxD: 2, DifferentBooks: 0 ScoreHeuristic: 405.44609894696754
646 - NumBooks: 122, SignUp: 1, BxD: 1, DifferentBooks: 0 ScoreHeuristic: 404.7171642795377
516 - NumBooks: 275, SignUp: 2, BxD: 2, DifferentBooks: 0 ScoreHeuristic: 399.0459874369016
709 - NumBooks: 126, SignUp: 1, BxD: 1, DifferentBooks: 0 ScoreHeuristic: 397.59281153797247
571 - NumBooks: 270, SignUp: 2, BxD: 2, DifferentBooks: 0 ScoreHeuristic: 396.9617283741792
603 - NumBooks: 947, SignUp: 4, BxD: 2, DifferentBooks: 0 ScoreHeuristic: 391.4294823415227
535 - NumBooks: 527, SignUp: 2, BxD: 1, DifferentBooks: 0 ScoreHeuristic: 386.74250602996534
135 - NumBooks: 266, SignUp: 2, BxD: 2, DifferentBooks: 0 ScoreHeuristic: 384.52903643493573
475 - NumBooks: 979, SignUp: 4, BxD: 2, DifferentBooks: 0 ScoreHeuristic: 379.15262918719446
200 - NumBooks: 255, SignUp: 2, BxD: 2, DifferentBooks: 0 ScoreHeuristic: 378.3846443534827
845 - NumBooks: 945, SignUp: 4, BxD: 2, DifferentBooks: 0 ScoreHeuristic: 377.49317284146167
212 - NumBooks: 271, SignUp: 2, BxD: 2, DifferentBooks: 0 ScoreHeuristic: 373.583604249757
694 - NumBooks: 497, SignUp: 3, BxD: 2, DifferentBooks: 0 ScoreHeuristic: 373.04210298431724
325 - NumBooks: 986, SignUp: 4, BxD: 2, DifferentBooks: 0 ScoreHeuristic: 368.43620443237853
586 - NumBooks: 460, SignUp: 2, BxD: 1, DifferentBooks: 0 ScoreHeuristic: 366.9313633763745
963 - NumBooks: 914, SignUp: 4, BxD: 2, DifferentBooks: 0 ScoreHeuristic: 359.24038100456124
480 - NumBooks: 550, SignUp: 3, BxD: 2, DifferentBooks: 0 ScoreHeuristic: 353.09623887672564
486 - NumBooks: 533, SignUp: 3, BxD: 2, DifferentBooks: 0 ScoreHeuristic: 349.03984545825574
453 - NumBooks: 532, SignUp: 3, BxD: 2, DifferentBooks: 0 ScoreHeuristic: 348.66731001103483
983 - NumBooks: 468, SignUp: 2, BxD: 1, DifferentBooks: 0 ScoreHeuristic: 348.3392920896619
197 - NumBooks: 458, SignUp: 2, BxD: 1, DifferentBooks: 0 ScoreHeuristic: 347.6636659927681
205 - NumBooks: 999, SignUp: 3, BxD: 1, DifferentBooks: 0 ScoreHeuristic: 347.5876225115311
782 - NumBooks: 950, SignUp: 4, BxD: 2, DifferentBooks: 0 ScoreHeuristic: 344.6704980966919
624 - NumBooks: 565, SignUp: 3, BxD: 2, DifferentBooks: 0 ScoreHeuristic: 339.51439159239516
137 - NumBooks: 468, SignUp: 3, BxD: 2, DifferentBooks: 0 ScoreHeuristic: 339.4272747017404
583 - NumBooks: 992, SignUp: 3, BxD: 1, DifferentBooks: 0 ScoreHeuristic: 338.46129747969206
39 - NumBooks: 469, SignUp: 2, BxD: 1, DifferentBooks: 0 ScoreHeuristic: 337.45155269537656
889 - NumBooks: 407, SignUp: 2, BxD: 1, DifferentBooks: 0 ScoreHeuristic: 334.1641326660154
373 - NumBooks: 995, SignUp: 3, BxD: 1, DifferentBooks: 0 ScoreHeuristic: 328.68589499259963
440 - NumBooks: 848, SignUp: 4, BxD: 2, DifferentBooks: 0 ScoreHeuristic: 327.0599073878239
313 - NumBooks: 487, SignUp: 3, BxD: 2, DifferentBooks: 0 ScoreHeuristic: 324.2343123739636
314 - NumBooks: 973, SignUp: 3, BxD: 1, DifferentBooks: 0 ScoreHeuristic: 322.8426186275081
977 - NumBooks: 399, SignUp: 2, BxD: 1, DifferentBooks: 0 ScoreHeuristic: 322.2643688058964
210 - NumBooks: 981, SignUp: 3, BxD: 1, DifferentBooks: 0 ScoreHeuristic: 313.6384831250278
794 - NumBooks: 887, SignUp: 3, BxD: 1, DifferentBooks: 0 ScoreHeuristic: 310.6501472260002
570 - NumBooks: 875, SignUp: 4, BxD: 2, DifferentBooks: 0 ScoreHeuristic: 309.53222537494935
399 - NumBooks: 813, SignUp: 4, BxD: 2, DifferentBooks: 0 ScoreHeuristic: 308.26886725764655
543 - NumBooks: 83, SignUp: 1, BxD: 1, DifferentBooks: 0 ScoreHeuristic: 305.74719468400457
903 - NumBooks: 446, SignUp: 3, BxD: 2, DifferentBooks: 0 ScoreHeuristic: 304.8068410067326
76 - NumBooks: 873, SignUp: 3, BxD: 1, DifferentBooks: 0 ScoreHeuristic: 300.13853656207556
216 - NumBooks: 917, SignUp: 3, BxD: 1, DifferentBooks: 0 ScoreHeuristic: 296.456971895218
403 - NumBooks: 911, SignUp: 3, BxD: 1, DifferentBooks: 0 ScoreHeuristic: 295.99991290207396
252 - NumBooks: 188, SignUp: 2, BxD: 2, DifferentBooks: 0 ScoreHeuristic: 295.6169791337403
20 - NumBooks: 881, SignUp: 3, BxD: 1, DifferentBooks: 0 ScoreHeuristic: 295.55960273219307
509 - NumBooks: 371, SignUp: 2, BxD: 1, DifferentBooks: 0 ScoreHeuristic: 295.03410797481206
400 - NumBooks: 950, SignUp: 3, BxD: 1, DifferentBooks: 0 ScoreHeuristic: 291.3235360969575
988 - NumBooks: 899, SignUp: 3, BxD: 1, DifferentBooks: 0 ScoreHeuristic: 289.96704013983583
634 - NumBooks: 372, SignUp: 2, BxD: 1, DifferentBooks: 0 ScoreHeuristic: 288.4843988895399
924 - NumBooks: 454, SignUp: 3, BxD: 2, DifferentBooks: 0 ScoreHeuristic: 282.42579029125795
622 - NumBooks: 357, SignUp: 2, BxD: 1, DifferentBooks: 0 ScoreHeuristic: 276.8145665037347
266 - NumBooks: 875, SignUp: 3, BxD: 1, DifferentBooks: 0 ScoreHeuristic: 274.1668659832047
43 - NumBooks: 703, SignUp: 4, BxD: 2, DifferentBooks: 0 ScoreHeuristic: 271.6231705810565
550 - NumBooks: 403, SignUp: 3, BxD: 2, DifferentBooks: 0 ScoreHeuristic: 269.4201951913735
640 - NumBooks: 398, SignUp: 2, BxD: 1, DifferentBooks: 0 ScoreHeuristic: 268.64645588507847
814 - NumBooks: 733, SignUp: 4, BxD: 2, DifferentBooks: 0 ScoreHeuristic: 266.18222289852866
155 - NumBooks: 331, SignUp: 2, BxD: 1, DifferentBooks: 0 ScoreHeuristic: 265.50182447239825
