38 - NumBooks: 1000, SignUp: 1, BxD: 1, DifferentBooks: 0 ScoreHeuristic: 0.0
62 - NumBooks: 1000, SignUp: 6, BxD: 1, DifferentBooks: 0 ScoreHeuristic: 0.0
14 - NumBooks: 1000, SignUp: 7, BxD: 1, DifferentBooks: 0 ScoreHeuristic: 0.0
16 - NumBooks: 1000, SignUp: 7, BxD: 1, DifferentBooks: 0 ScoreHeuristic: 0.0
31 - NumBooks: 1000, SignUp: 7, BxD: 1, DifferentBooks: 0 ScoreHeuristic: 0.0
89 - NumBooks: 1000, SignUp: 7, BxD: 1, DifferentBooks: 0 ScoreHeuristic: 0.0
13 - NumBooks: 1000, SignUp: 8, BxD: 1, DifferentBooks: 0 ScoreHeuristic: 0.0
42 - NumBooks: 1000, SignUp: 8, BxD: 1, DifferentBooks: 0 ScoreHeuristic: 0.0
46 - NumBooks: 1000, SignUp: 8, BxD: 1, DifferentBooks: 0 ScoreHeuristic: 0.0
52 - NumBooks: 1000, SignUp: 8, BxD: 1, DifferentBooks: 0 ScoreHeuristic: 0.0
53 - NumBooks: 1000, SignUp: 8, BxD: 1, DifferentBooks: 0 ScoreHeuristic: 0.0
67 - NumBooks: 1000, SignUp: 8, BxD: 1, DifferentBooks: 0 ScoreHeuristic: 0.0
69 - NumBooks: 1000, SignUp: 8, BxD: 1, DifferentBooks: 0 ScoreHeuristic: 0.0
79 - NumBooks: 1000, SignUp: 8, BxD: 1, DifferentBooks: 0 ScoreHeuristic: 0.0
84 - NumBooks: 1000, SignUp: 8, BxD: 1, DifferentBooks: 0 ScoreHeuristic: 0.0
36 - NumBooks: 1000, SignUp: 9, BxD: 1, DifferentBooks: 0 ScoreHeuristic: 0.0
40 - NumBooks: 1000, SignUp: 10, BxD: 1, DifferentBooks: 0 ScoreHeuristic: 0.0
43 - NumBooks: 1000, SignUp: 10, BxD: 1, DifferentBooks: 0 ScoreHeuristic: 0.0
55 - NumBooks: 1000, SignUp: 10, BxD: 1, DifferentBooks: 0 ScoreHeuristic: 0.0
56 - NumBooks: 1000, SignUp: 10, BxD: 1, DifferentBooks: 0 ScoreHeuristic: 0.0
61 - NumBooks: 1000, SignUp: 10, BxD: 1, DifferentBooks: 0 ScoreHeuristic: 0.0
86 - NumBooks: 1000, SignUp: 11, BxD: 1, DifferentBooks: 0 ScoreHeuristic: 0.0
90 - NumBooks: 1000, SignUp: 11, BxD: 1, DifferentBooks: 0 ScoreHeuristic: 0.0
6 - NumBooks: 1000, SignUp: 12, BxD: 1, DifferentBooks: 0 ScoreHeuristic: 0.0
30 - NumBooks: 1000, SignUp: 12, BxD: 1, DifferentBooks: 0 ScoreHeuristic: 0.0
64 - NumBooks: 1000, SignUp: 12, BxD: 1, DifferentBooks: 0 ScoreHeuristic: 0.0
78 - NumBooks: 1000, SignUp: 12, BxD: 1, DifferentBooks: 0 ScoreHeuristic: 0.0
91 - NumBooks: 1000, SignUp: 12, BxD: 1, DifferentBooks: 0 ScoreHeuristic: 0.0
59 - NumBooks: 1000, SignUp: 13, BxD: 1, DifferentBooks: 0 ScoreHeuristic: 0.0
99 - NumBooks: 1000, SignUp: 13, BxD: 1, DifferentBooks: 0 ScoreHeuristic: 0.0
7 - NumBooks: 1000, SignUp: 14, BxD: 1, DifferentBooks: 0 ScoreHeuristic: 0.0
15 - NumBooks: 1000, SignUp: 14, BxD: 1, DifferentBooks: 0 ScoreHeuristic: 0.0
58 - NumBooks: 1000, SignUp: 14, BxD: 1, DifferentBooks: 0 ScoreHeuristic: 0.0
83 - NumBooks: 1000, SignUp: 14, BxD: 1, DifferentBooks: 0 ScoreHeuristic: 0.0
3 - NumBooks: 1000, SignUp: 15, BxD: 1, DifferentBooks: 0 ScoreHeuristic: 0.0
4 - NumBooks: 1000, SignUp: 15, BxD: 1, DifferentBooks: 0 ScoreHeuristic: 0.0
12 - NumBooks: 1000, SignUp: 15, BxD: 1, DifferentBooks: 0 ScoreHeuristic: 0.0
20 - NumBooks: 1000, SignUp: 15, BxD: 1, DifferentBooks: 0 ScoreHeuristic: 0.0
28 - NumBooks: 1000, SignUp: 15, BxD: 1, DifferentBooks: 0 ScoreHeuristic: 0.0
41 - NumBooks: 1000, SignUp: 15, BxD: 1, DifferentBooks: 0 ScoreHeuristic: 0.0
45 - NumBooks: 1000, SignUp: 15, BxD: 1, DifferentBooks: 0 ScoreHeuristic: 0.0
63 - NumBooks: 1000, SignUp: 15, BxD: 1, DifferentBooks: 0 ScoreHeuristic: 0.0
81 - NumBooks: 1000, SignUp: 15, BxD: 1, DifferentBooks: 0 ScoreHeuristic: 0.0
87 - NumBooks: 1000, SignUp: 15, BxD: 1, DifferentBooks: 0 ScoreHeuristic: 0.0
5 - NumBooks: 1000, SignUp: 16, BxD: 1, DifferentBooks: 0 ScoreHeuristic: 0.0
19 - NumBooks: 1000, SignUp: 16, BxD: 1, DifferentBooks: 0 ScoreHeuristic: 0.0
23 - NumBooks: 1000, SignUp: 16, BxD: 1, DifferentBooks: 0 ScoreHeuristic: 0.0
26 - NumBooks: 1000, SignUp: 16, BxD: 1, DifferentBooks: 0 ScoreHeuristic: 0.0
85 - NumBooks: 1000, SignUp: 16, BxD: 1, DifferentBooks: 0 ScoreHeuristic: 0.0
94 - NumBooks: 1000, SignUp: 16, BxD: 1, DifferentBooks: 0 ScoreHeuristic: 0.0
44 - NumBooks: 1000, SignUp: 17, BxD: 1, DifferentBooks: 0 ScoreHeuristic: 0.0
47 - NumBooks: 1000, SignUp: 17, BxD: 1, DifferentBooks: 0 ScoreHeuristic: 0.0
50 - NumBooks: 1000, SignUp: 17, BxD: 1, DifferentBooks: 0 ScoreHeuristic: 0.0
72 - NumBooks: 1000, SignUp: 17, BxD: 1, DifferentBooks: 0 ScoreHeuristic: 0.0
74 - NumBooks: 1000, SignUp: 17, BxD: 1, DifferentBooks: 0 ScoreHeuristic: 0.0
93 - NumBooks: 1000, SignUp: 17, BxD: 1, DifferentBooks: 0 ScoreHeuristic: 0.0
8 - NumBooks: 1000, SignUp: 18, BxD: 1, DifferentBooks: 0 ScoreHeuristic: 0.0
25 - NumBooks: 1000, SignUp: 18, BxD: 1, DifferentBooks: 0 ScoreHeuristic: 0.0
33 - NumBooks: 1000, SignUp: 18, BxD: 1, DifferentBooks: 0 ScoreHeuristic: 0.0
39 - NumBooks: 1000, SignUp: 18, BxD: 1, DifferentBooks: 0 ScoreHeuristic: 0.0
70 - NumBooks: 1000, SignUp: 18, BxD: 1, DifferentBooks: 0 ScoreHeuristic: 0.0
71 - NumBooks: 1000, SignUp: 18, BxD: 1, DifferentBooks: 0 ScoreHeuristic: 0.0
80 - NumBooks: 1000, SignUp: 18, BxD: 1, DifferentBooks: 0 ScoreHeuristic: 0.0
98 - NumBooks: 1000, SignUp: 18, BxD: 1, DifferentBooks: 0 ScoreHeuristic: 0.0
54 - NumBooks: 1000, SignUp: 19, BxD: 1, DifferentBooks: 0 ScoreHeuristic: 0.0
68 - NumBooks: 1000, SignUp: 19, BxD: 1, DifferentBooks: 0 ScoreHeuristic: 0.0
0 - NumBooks: 1000, SignUp: 20, BxD: 1, DifferentBooks: 0 ScoreHeuristic: 0.0
1 - NumBooks: 1000, SignUp: 20, BxD: 1, DifferentBooks: 0 ScoreHeuristic: 0.0
10 - NumBooks: 1000, SignUp: 20, BxD: 1, DifferentBooks: 0 ScoreHeuristic: 0.0
17 - NumBooks: 1000, SignUp: 20, BxD: 1, DifferentBooks: 0 ScoreHeuristic: 0.0
24 - NumBooks: 1000, SignUp: 20, BxD: 1, DifferentBooks: 0 ScoreHeuristic: 0.0
35 - NumBooks: 1000, SignUp: 20, BxD: 1, DifferentBooks: 0 ScoreHeuristic: 0.0
49 - NumBooks: 1000, SignUp: 20, BxD: 1, DifferentBooks: 0 ScoreHeuristic: 0.0
51 - NumBooks: 1000, SignUp: 20, BxD: 1, DifferentBooks: 0 ScoreHeuristic: 0.0
60 - NumBooks: 1000, SignUp: 20, BxD: 1, DifferentBooks: 0 ScoreHeuristic: 0.0
95 - NumBooks: 1000, SignUp: 20, BxD: 1, DifferentBooks: 0 ScoreHeuristic: 0.0
96 - NumBooks: 1000, SignUp: 20, BxD: 1, DifferentBooks: 0 ScoreHeuristic: 0.0
97 - NumBooks: 1000, SignUp: 20, BxD: 1, DifferentBooks: 0 ScoreHeuristic: 0.0
END
