162 - NumBooks: 14, SignUp: 2, BxD: 1, DifferentBooks: 0 ScoreHeuristic: 9.1E18
2762 - NumBooks: 12, SignUp: 2, BxD: 1, DifferentBooks: 0 ScoreHeuristic: 7.8E18
2848 - NumBooks: 12, SignUp: 2, BxD: 1, DifferentBooks: 0 ScoreHeuristic: 7.8E18
3001 - NumBooks: 12, SignUp: 2, BxD: 1, DifferentBooks: 0 ScoreHeuristic: 7.8E18
3193 - NumBooks: 12, SignUp: 2, BxD: 1, DifferentBooks: 0 ScoreHeuristic: 7.8E18
3199 - NumBooks: 12, SignUp: 2, BxD: 1, DifferentBooks: 0 ScoreHeuristic: 7.8E18
3253 - NumBooks: 12, SignUp: 2, BxD: 1, DifferentBooks: 0 ScoreHeuristic: 7.8E18
3294 - NumBooks: 12, SignUp: 2, BxD: 1, DifferentBooks: 0 ScoreHeuristic: 7.8E18
3369 - NumBooks: 12, SignUp: 2, BxD: 1, DifferentBooks: 0 ScoreHeuristic: 7.8E18
3616 - NumBooks: 12, SignUp: 2, BxD: 1, DifferentBooks: 0 ScoreHeuristic: 7.8E18
3635 - NumBooks: 12, SignUp: 2, BxD: 1, DifferentBooks: 0 ScoreHeuristic: 7.8E18
3833 - NumBooks: 12, SignUp: 2, BxD: 1, DifferentBooks: 0 ScoreHeuristic: 7.8E18
3910 - NumBooks: 12, SignUp: 2, BxD: 1, DifferentBooks: 0 ScoreHeuristic: 7.8E18
3932 - NumBooks: 12, SignUp: 2, BxD: 1, DifferentBooks: 0 ScoreHeuristic: 7.8E18
3974 - NumBooks: 12, SignUp: 2, BxD: 1, DifferentBooks: 0 ScoreHeuristic: 7.8E18
4179 - NumBooks: 12, SignUp: 2, BxD: 1, DifferentBooks: 0 ScoreHeuristic: 7.8E18
4508 - NumBooks: 12, SignUp: 2, BxD: 1, DifferentBooks: 0 ScoreHeuristic: 7.8E18
4529 - NumBooks: 12, SignUp: 2, BxD: 1, DifferentBooks: 0 ScoreHeuristic: 7.8E18
4535 - NumBooks: 12, SignUp: 2, BxD: 1, DifferentBooks: 0 ScoreHeuristic: 7.8E18
4672 - NumBooks: 12, SignUp: 2, BxD: 1, DifferentBooks: 0 ScoreHeuristic: 7.8E18
4775 - NumBooks: 12, SignUp: 2, BxD: 1, DifferentBooks: 0 ScoreHeuristic: 7.8E18
4856 - NumBooks: 12, SignUp: 2, BxD: 1, DifferentBooks: 0 ScoreHeuristic: 7.8E18
4911 - NumBooks: 12, SignUp: 2, BxD: 1, DifferentBooks: 0 ScoreHeuristic: 7.8E18
4974 - NumBooks: 12, SignUp: 2, BxD: 1, DifferentBooks: 0 ScoreHeuristic: 7.8E18
5078 - NumBooks: 12, SignUp: 2, BxD: 1, DifferentBooks: 0 ScoreHeuristic: 7.8E18
5134 - NumBooks: 12, SignUp: 2, BxD: 1, DifferentBooks: 0 ScoreHeuristic: 7.8E18
5292 - NumBooks: 12, SignUp: 2, BxD: 1, DifferentBooks: 0 ScoreHeuristic: 7.8E18
5318 - NumBooks: 12, SignUp: 2, BxD: 1, DifferentBooks: 0 ScoreHeuristic: 7.8E18
5415 - NumBooks: 12, SignUp: 2, BxD: 1, DifferentBooks: 0 ScoreHeuristic: 7.8E18
5762 - NumBooks: 12, SignUp: 2, BxD: 1, DifferentBooks: 0 ScoreHeuristic: 7.8E18
5829 - NumBooks: 12, SignUp: 2, BxD: 1, DifferentBooks: 0 ScoreHeuristic: 7.8E18
6081 - NumBooks: 12, SignUp: 2, BxD: 1, DifferentBooks: 0 ScoreHeuristic: 7.8E18
6278 - NumBooks: 12, SignUp: 2, BxD: 1, DifferentBooks: 0 ScoreHeuristic: 7.8E18
6356 - NumBooks: 12, SignUp: 2, BxD: 1, DifferentBooks: 0 ScoreHeuristic: 7.8E18
6521 - NumBooks: 12, SignUp: 2, BxD: 1, DifferentBooks: 0 ScoreHeuristic: 7.8E18
6865 - NumBooks: 12, SignUp: 2, BxD: 1, DifferentBooks: 0 ScoreHeuristic: 7.8E18
7043 - NumBooks: 12, SignUp: 2, BxD: 1, DifferentBooks: 0 ScoreHeuristic: 7.8E18
7489 - NumBooks: 12, SignUp: 2, BxD: 1, DifferentBooks: 0 ScoreHeuristic: 7.8E18
7763 - NumBooks: 12, SignUp: 2, BxD: 1, DifferentBooks: 0 ScoreHeuristic: 7.8E18
7797 - NumBooks: 12, SignUp: 2, BxD: 1, DifferentBooks: 0 ScoreHeuristic: 7.8E18
7951 - NumBooks: 12, SignUp: 2, BxD: 1, DifferentBooks: 0 ScoreHeuristic: 7.8E18
8058 - NumBooks: 12, SignUp: 2, BxD: 1, DifferentBooks: 0 ScoreHeuristic: 7.8E18
8085 - NumBooks: 12, SignUp: 2, BxD: 1, DifferentBooks: 0 ScoreHeuristic: 7.8E18
8146 - NumBooks: 12, SignUp: 2, BxD: 1, DifferentBooks: 0 ScoreHeuristic: 7.8E18
8201 - NumBooks: 12, SignUp: 2, BxD: 1, DifferentBooks: 0 ScoreHeuristic: 7.8E18
8561 - NumBooks: 12, SignUp: 2, BxD: 1, DifferentBooks: 0 ScoreHeuristic: 7.8E18
8588 - NumBooks: 12, SignUp: 2, BxD: 1, DifferentBooks: 0 ScoreHeuristic: 7.8E18
8679 - NumBooks: 12, SignUp: 2, BxD: 1, DifferentBooks: 0 ScoreHeuristic: 7.8E18
9003 - NumBooks: 12, SignUp: 2, BxD: 1, DifferentBooks: 0 ScoreHeuristic: 7.8E18
9073 - NumBooks: 12, SignUp: 2, BxD: 1, DifferentBooks: 0 ScoreHeuristic: 7.8E18
9137 - NumBooks: 12, SignUp: 2, BxD: 1, DifferentBooks: 0 ScoreHeuristic: 7.8E18
9141 - NumBooks: 12, SignUp: 2, BxD: 1, DifferentBooks: 0 ScoreHeuristic: 7.8E18
9142 - NumBooks: 12, SignUp: 2, BxD: 1, DifferentBooks: 0 ScoreHeuristic: 7.8E18
9395 - NumBooks: 12, SignUp: 2, BxD: 1, DifferentBooks: 0 ScoreHeuristic: 7.8E18
9422 - NumBooks: 12, SignUp: 2, BxD: 1, DifferentBooks: 0 ScoreHeuristic: 7.8E18
9555 - NumBooks: 12, SignUp: 2, BxD: 1, DifferentBooks: 0 ScoreHeuristic: 7.8E18
9604 - NumBooks: 12, SignUp: 2, BxD: 1, DifferentBooks: 0 ScoreHeuristic: 7.8E18
9642 - NumBooks: 12, SignUp: 2, BxD: 1, DifferentBooks: 0 ScoreHeuristic: 7.8E18
9713 - NumBooks: 12, SignUp: 2, BxD: 1, DifferentBooks: 0 ScoreHeuristic: 7.8E18
9740 - NumBooks: 12, SignUp: 2, BxD: 1, DifferentBooks: 0 ScoreHeuristic: 7.8E18
9810 - NumBooks: 12, SignUp: 2, BxD: 1, DifferentBooks: 0 ScoreHeuristic: 7.8E18
10048 - NumBooks: 12, SignUp: 2, BxD: 1, DifferentBooks: 0 ScoreHeuristic: 7.8E18
10100 - NumBooks: 12, SignUp: 2, BxD: 1, DifferentBooks: 0 ScoreHeuristic: 7.8E18
10158 - NumBooks: 12, SignUp: 2, BxD: 1, DifferentBooks: 0 ScoreHeuristic: 7.8E18
10224 - NumBooks: 12, SignUp: 2, BxD: 1, DifferentBooks: 0 ScoreHeuristic: 7.8E18
10380 - NumBooks: 12, SignUp: 2, BxD: 1, DifferentBooks: 0 ScoreHeuristic: 7.8E18
10452 - NumBooks: 12, SignUp: 2, BxD: 1, DifferentBooks: 0 ScoreHeuristic: 7.8E18
10611 - NumBooks: 12, SignUp: 2, BxD: 1, DifferentBooks: 0 ScoreHeuristic: 7.8E18
10615 - NumBooks: 12, SignUp: 2, BxD: 1, DifferentBooks: 0 ScoreHeuristic: 7.8E18
10894 - NumBooks: 12, SignUp: 2, BxD: 1, DifferentBooks: 0 ScoreHeuristic: 7.8E18
10935 - NumBooks: 12, SignUp: 2, BxD: 1, DifferentBooks: 0 ScoreHeuristic: 7.8E18
11033 - NumBooks: 12, SignUp: 2, BxD: 1, DifferentBooks: 0 ScoreHeuristic: 7.8E18
11255 - NumBooks: 12, SignUp: 2, BxD: 1, DifferentBooks: 0 ScoreHeuristic: 7.8E18
11339 - NumBooks: 12, SignUp: 2, BxD: 1, DifferentBooks: 0 ScoreHeuristic: 7.8E18
11523 - NumBooks: 12, SignUp: 2, BxD: 1, DifferentBooks: 0 ScoreHeuristic: 7.8E18
11703 - NumBooks: 12, SignUp: 2, BxD: 1, DifferentBooks: 0 ScoreHeuristic: 7.8E18
11716 - NumBooks: 12, SignUp: 2, BxD: 1, DifferentBooks: 0 ScoreHeuristic: 7.8E18
12064 - NumBooks: 12, SignUp: 2, BxD: 1, DifferentBooks: 0 ScoreHeuristic: 7.8E18
12588 - NumBooks: 12, SignUp: 2, BxD: 1, DifferentBooks: 0 ScoreHeuristic: 7.8E18
12689 - NumBooks: 12, SignUp: 2, BxD: 1, DifferentBooks: 0 ScoreHeuristic: 7.8E18
12944 - NumBooks: 12, SignUp: 2, BxD: 1, DifferentBooks: 0 ScoreHeuristic: 7.8E18
13280 - NumBooks: 12, SignUp: 2, BxD: 1, DifferentBooks: 0 ScoreHeuristic: 7.8E18
13375 - NumBooks: 12, SignUp: 2, BxD: 1, DifferentBooks: 0 ScoreHeuristic: 7.8E18
13413 - NumBooks: 12, SignUp: 2, BxD: 1, DifferentBooks: 0 ScoreHeuristic: 7.8E18
13448 - NumBooks: 12, SignUp: 2, BxD: 1, DifferentBooks: 0 ScoreHeuristic: 7.8E18
13450 - NumBooks: 12, SignUp: 2, BxD: 1, DifferentBooks: 0 ScoreHeuristic: 7.8E18
13683 - NumBooks: 12, SignUp: 2, BxD: 1, DifferentBooks: 0 ScoreHeuristic: 7.8E18
13989 - NumBooks: 12, SignUp: 2, BxD: 1, DifferentBooks: 0 ScoreHeuristic: 7.8E18
14110 - NumBooks: 12, SignUp: 2, BxD: 1, DifferentBooks: 0 ScoreHeuristic: 7.8E18
14142 - NumBooks: 12, SignUp: 2, BxD: 1, DifferentBooks: 0 ScoreHeuristic: 7.8E18
14240 - NumBooks: 12, SignUp: 2, BxD: 1, DifferentBooks: 0 ScoreHeuristic: 7.8E18
14248 - NumBooks: 12, SignUp: 2, BxD: 1, DifferentBooks: 0 ScoreHeuristic: 7.8E18
14353 - NumBooks: 12, SignUp: 2, BxD: 1, DifferentBooks: 0 ScoreHeuristic: 7.8E18
14518 - NumBooks: 12, SignUp: 2, BxD: 1, DifferentBooks: 0 ScoreHeuristic: 7.8E18
14597 - NumBooks: 12, SignUp: 2, BxD: 1, DifferentBooks: 0 ScoreHeuristic: 7.8E18
14607 - NumBooks: 12, SignUp: 2, BxD: 1, DifferentBooks: 0 ScoreHeuristic: 7.8E18
14763 - NumBooks: 12, SignUp: 2, BxD: 1, DifferentBooks: 0 ScoreHeuristic: 7.8E18
14801 - NumBooks: 12, SignUp: 2, BxD: 1, DifferentBooks: 0 ScoreHeuristic: 7.8E18
14865 - NumBooks: 12, SignUp: 2, BxD: 1, DifferentBooks: 0 ScoreHeuristic: 7.8E18
14934 - NumBooks: 12, SignUp: 2, BxD: 1, DifferentBooks: 0 ScoreHeuristic: 7.8E18
14956 - NumBooks: 12, SignUp: 2, BxD: 1, DifferentBooks: 0 ScoreHeuristic: 7.8E18
15211 - NumBooks: 12, SignUp: 2, BxD: 1, DifferentBooks: 0 ScoreHeuristic: 7.8E18
15238 - NumBooks: 12, SignUp: 2, BxD: 1, DifferentBooks: 0 ScoreHeuristic: 7.8E18
15588 - NumBooks: 12, SignUp: 2, BxD: 1, DifferentBooks: 0 ScoreHeuristic: 7.8E18
15723 - NumBooks: 12, SignUp: 2, BxD: 1, DifferentBooks: 0 ScoreHeuristic: 7.8E18
15876 - NumBooks: 12, SignUp: 2, BxD: 1, DifferentBooks: 0 ScoreHeuristic: 7.8E18
15936 - NumBooks: 12, SignUp: 2, BxD: 1, DifferentBooks: 0 ScoreHeuristic: 7.8E18
16444 - NumBooks: 12, SignUp: 2, BxD: 1, DifferentBooks: 0 ScoreHeuristic: 7.8E18
16535 - NumBooks: 12, SignUp: 2, BxD: 1, DifferentBooks: 0 ScoreHeuristic: 7.8E18
16595 - NumBooks: 12, SignUp: 2, BxD: 1, DifferentBooks: 0 ScoreHeuristic: 7.8E18
16625 - NumBooks: 12, SignUp: 2, BxD: 1, DifferentBooks: 0 ScoreHeuristic: 7.8E18
16649 - NumBooks: 12, SignUp: 2, BxD: 1, DifferentBooks: 0 ScoreHeuristic: 7.8E18
16694 - NumBooks: 12, SignUp: 2, BxD: 1, DifferentBooks: 0 ScoreHeuristic: 7.8E18
16697 - NumBooks: 12, SignUp: 2, BxD: 1, DifferentBooks: 0 ScoreHeuristic: 7.8E18
16726 - NumBooks: 12, SignUp: 2, BxD: 1, DifferentBooks: 0 ScoreHeuristic: 7.8E18
16793 - NumBooks: 12, SignUp: 2, BxD: 1, DifferentBooks: 0 ScoreHeuristic: 7.8E18
16956 - NumBooks: 12, SignUp: 2, BxD: 1, DifferentBooks: 0 ScoreHeuristic: 7.8E18
16958 - NumBooks: 12, SignUp: 2, BxD: 1, DifferentBooks: 0 ScoreHeuristic: 7.8E18
17008 - NumBooks: 12, SignUp: 2, BxD: 1, DifferentBooks: 0 ScoreHeuristic: 7.8E18
17177 - NumBooks: 12, SignUp: 2, BxD: 1, DifferentBooks: 0 ScoreHeuristic: 7.8E18
17291 - NumBooks: 12, SignUp: 2, BxD: 1, DifferentBooks: 0 ScoreHeuristic: 7.8E18
17298 - NumBooks: 12, SignUp: 2, BxD: 1, DifferentBooks: 0 ScoreHeuristic: 7.8E18
17323 - NumBooks: 12, SignUp: 2, BxD: 1, DifferentBooks: 0 ScoreHeuristic: 7.8E18
17347 - NumBooks: 12, SignUp: 2, BxD: 1, DifferentBooks: 0 ScoreHeuristic: 7.8E18
17392 - NumBooks: 12, SignUp: 2, BxD: 1, DifferentBooks: 0 ScoreHeuristic: 7.8E18
17605 - NumBooks: 12, SignUp: 2, BxD: 1, DifferentBooks: 0 ScoreHeuristic: 7.8E18
17607 - NumBooks: 12, SignUp: 2, BxD: 1, DifferentBooks: 0 ScoreHeuristic: 7.8E18
18106 - NumBooks: 12, SignUp: 2, BxD: 1, DifferentBooks: 0 ScoreHeuristic: 7.8E18
18486 - NumBooks: 12, SignUp: 2, BxD: 1, DifferentBooks: 0 ScoreHeuristic: 7.8E18
18489 - NumBooks: 12, SignUp: 2, BxD: 1, DifferentBooks: 0 ScoreHeuristic: 7.8E18
18654 - NumBooks: 12, SignUp: 2, BxD: 1, DifferentBooks: 0 ScoreHeuristic: 7.8E18
18893 - NumBooks: 12, SignUp: 2, BxD: 1, DifferentBooks: 0 ScoreHeuristic: 7.8E18
19133 - NumBooks: 12, SignUp: 2, BxD: 1, DifferentBooks: 0 ScoreHeuristic: 7.8E18
19185 - NumBooks: 12, SignUp: 2, BxD: 1, DifferentBooks: 0 ScoreHeuristic: 7.8E18
19246 - NumBooks: 12, SignUp: 2, BxD: 1, DifferentBooks: 0 ScoreHeuristic: 7.8E18
19364 - NumBooks: 12, SignUp: 2, BxD: 1, DifferentBooks: 0 ScoreHeuristic: 7.8E18
19502 - NumBooks: 12, SignUp: 2, BxD: 1, DifferentBooks: 0 ScoreHeuristic: 7.8E18
19938 - NumBooks: 12, SignUp: 2, BxD: 1, DifferentBooks: 0 ScoreHeuristic: 7.8E18
20099 - NumBooks: 12, SignUp: 2, BxD: 1, DifferentBooks: 0 ScoreHeuristic: 7.8E18
20100 - NumBooks: 12, SignUp: 2, BxD: 1, DifferentBooks: 0 ScoreHeuristic: 7.8E18
20429 - NumBooks: 12, SignUp: 2, BxD: 1, DifferentBooks: 0 ScoreHeuristic: 7.8E18
20450 - NumBooks: 12, SignUp: 2, BxD: 1, DifferentBooks: 0 ScoreHeuristic: 7.8E18
20487 - NumBooks: 12, SignUp: 2, BxD: 1, DifferentBooks: 0 ScoreHeuristic: 7.8E18
20608 - NumBooks: 12, SignUp: 2, BxD: 1, DifferentBooks: 0 ScoreHeuristic: 7.8E18
20627 - NumBooks: 12, SignUp: 2, BxD: 1, DifferentBooks: 0 ScoreHeuristic: 7.8E18
20778 - NumBooks: 12, SignUp: 2, BxD: 1, DifferentBooks: 0 ScoreHeuristic: 7.8E18
20854 - NumBooks: 12, SignUp: 2, BxD: 1, DifferentBooks: 0 ScoreHeuristic: 7.8E18
20988 - NumBooks: 12, SignUp: 2, BxD: 1, DifferentBooks: 0 ScoreHeuristic: 7.8E18
21183 - NumBooks: 12, SignUp: 2, BxD: 1, DifferentBooks: 0 ScoreHeuristic: 7.8E18
21295 - NumBooks: 12, SignUp: 2, BxD: 1, DifferentBooks: 0 ScoreHeuristic: 7.8E18
21307 - NumBooks: 12, SignUp: 2, BxD: 1, DifferentBooks: 0 ScoreHeuristic: 7.8E18
21376 - NumBooks: 12, SignUp: 2, BxD: 1, DifferentBooks: 0 ScoreHeuristic: 7.8E18
21559 - NumBooks: 12, SignUp: 2, BxD: 1, DifferentBooks: 0 ScoreHeuristic: 7.8E18
21563 - NumBooks: 12, SignUp: 2, BxD: 1, DifferentBooks: 0 ScoreHeuristic: 7.8E18
21959 - NumBooks: 12, SignUp: 2, BxD: 1, DifferentBooks: 0 ScoreHeuristic: 7.8E18
22006 - NumBooks: 12, SignUp: 2, BxD: 1, DifferentBooks: 0 ScoreHeuristic: 7.8E18
22048 - NumBooks: 12, SignUp: 2, BxD: 1, DifferentBooks: 0 ScoreHeuristic: 7.8E18
22090 - NumBooks: 12, SignUp: 2, BxD: 1, DifferentBooks: 0 ScoreHeuristic: 7.8E18
22324 - NumBooks: 12, SignUp: 2, BxD: 1, DifferentBooks: 0 ScoreHeuristic: 7.8E18
22656 - NumBooks: 12, SignUp: 2, BxD: 1, DifferentBooks: 0 ScoreHeuristic: 7.8E18
22679 - NumBooks: 12, SignUp: 2, BxD: 1, DifferentBooks: 0 ScoreHeuristic: 7.8E18
22715 - NumBooks: 12, SignUp: 2, BxD: 1, DifferentBooks: 0 ScoreHeuristic: 7.8E18
22724 - NumBooks: 12, SignUp: 2, BxD: 1, DifferentBooks: 0 ScoreHeuristic: 7.8E18
22928 - NumBooks: 12, SignUp: 2, BxD: 1, DifferentBooks: 0 ScoreHeuristic: 7.8E18
23020 - NumBooks: 12, SignUp: 2, BxD: 1, DifferentBooks: 0 ScoreHeuristic: 7.8E18
23061 - NumBooks: 12, SignUp: 2, BxD: 1, DifferentBooks: 0 ScoreHeuristic: 7.8E18
23086 - NumBooks: 12, SignUp: 2, BxD: 1, DifferentBooks: 0 ScoreHeuristic: 7.8E18
23109 - NumBooks: 12, SignUp: 2, BxD: 1, DifferentBooks: 0 ScoreHeuristic: 7.8E18
23510 - NumBooks: 12, SignUp: 2, BxD: 1, DifferentBooks: 0 ScoreHeuristic: 7.8E18
23543 - NumBooks: 12, SignUp: 2, BxD: 1, DifferentBooks: 0 ScoreHeuristic: 7.8E18
23610 - NumBooks: 12, SignUp: 2, BxD: 1, DifferentBooks: 0 ScoreHeuristic: 7.8E18
23697 - NumBooks: 12, SignUp: 2, BxD: 1, DifferentBooks: 0 ScoreHeuristic: 7.8E18
24072 - NumBooks: 12, SignUp: 2, BxD: 1, DifferentBooks: 0 ScoreHeuristic: 7.8E18
24601 - NumBooks: 12, SignUp: 2, BxD: 1, DifferentBooks: 0 ScoreHeuristic: 7.8E18
24806 - NumBooks: 12, SignUp: 2, BxD: 1, DifferentBooks: 0 ScoreHeuristic: 7.8E18
24825 - NumBooks: 12, SignUp: 2, BxD: 1, DifferentBooks: 0 ScoreHeuristic: 7.8E18
24898 - NumBooks: 12, SignUp: 2, BxD: 1, DifferentBooks: 0 ScoreHeuristic: 7.8E18
25451 - NumBooks: 12, SignUp: 2, BxD: 1, DifferentBooks: 0 ScoreHeuristic: 7.8E18
25959 - NumBooks: 12, SignUp: 2, BxD: 1, DifferentBooks: 0 ScoreHeuristic: 7.8E18
25982 - NumBooks: 12, SignUp: 2, BxD: 1, DifferentBooks: 0 ScoreHeuristic: 7.8E18
26045 - NumBooks: 12, SignUp: 2, BxD: 1, DifferentBooks: 0 ScoreHeuristic: 7.8E18
26210 - NumBooks: 12, SignUp: 2, BxD: 1, DifferentBooks: 0 ScoreHeuristic: 7.8E18
26395 - NumBooks: 12, SignUp: 2, BxD: 1, DifferentBooks: 0 ScoreHeuristic: 7.8E18
26583 - NumBooks: 12, SignUp: 2, BxD: 1, DifferentBooks: 0 ScoreHeuristic: 7.8E18
26865 - NumBooks: 12, SignUp: 2, BxD: 1, DifferentBooks: 0 ScoreHeuristic: 7.8E18
26984 - NumBooks: 12, SignUp: 2, BxD: 1, DifferentBooks: 0 ScoreHeuristic: 7.8E18
27019 - NumBooks: 12, SignUp: 2, BxD: 1, DifferentBooks: 0 ScoreHeuristic: 7.8E18
27092 - NumBooks: 12, SignUp: 2, BxD: 1, DifferentBooks: 0 ScoreHeuristic: 7.8E18
27135 - NumBooks: 12, SignUp: 2, BxD: 1, DifferentBooks: 0 ScoreHeuristic: 7.8E18
27428 - NumBooks: 12, SignUp: 2, BxD: 1, DifferentBooks: 0 ScoreHeuristic: 7.8E18
27597 - NumBooks: 12, SignUp: 2, BxD: 1, DifferentBooks: 0 ScoreHeuristic: 7.8E18
27627 - NumBooks: 12, SignUp: 2, BxD: 1, DifferentBooks: 0 ScoreHeuristic: 7.8E18
27812 - NumBooks: 12, SignUp: 2, BxD: 1, DifferentBooks: 0 ScoreHeuristic: 7.8E18
27857 - NumBooks: 12, SignUp: 2, BxD: 1, DifferentBooks: 0 ScoreHeuristic: 7.8E18
27898 - NumBooks: 12, SignUp: 2, BxD: 1, DifferentBooks: 0 ScoreHeuristic: 7.8E18
27925 - NumBooks: 12, SignUp: 2, BxD: 1, DifferentBooks: 0 ScoreHeuristic: 7.8E18
