602 - NumBooks: 988, SignUp: 1, BxD: 2, DifferentBooks: 981, Deadline: 199, ScoreHeuristic: 6090.350996555195
87 - NumBooks: 718, SignUp: 1, BxD: 2, DifferentBooks: 626, Deadline: 181, ScoreHeuristic: 4580.061680390775
902 - NumBooks: 715, SignUp: 1, BxD: 2, DifferentBooks: 579, Deadline: 180, ScoreHeuristic: 4216.2927314693015
952 - NumBooks: 646, SignUp: 1, BxD: 2, DifferentBooks: 550, Deadline: 179, ScoreHeuristic: 4138.029562922685
693 - NumBooks: 597, SignUp: 1, BxD: 2, DifferentBooks: 506, Deadline: 178, ScoreHeuristic: 4028.659586703983
506 - NumBooks: 620, SignUp: 1, BxD: 2, DifferentBooks: 516, Deadline: 177, ScoreHeuristic: 3570.2196111440026
244 - NumBooks: 585, SignUp: 1, BxD: 2, DifferentBooks: 450, Deadline: 176, ScoreHeuristic: 3438.8201285801933
27 - NumBooks: 578, SignUp: 1, BxD: 2, DifferentBooks: 465, Deadline: 175, ScoreHeuristic: 3528.72623605652
970 - NumBooks: 569, SignUp: 1, BxD: 2, DifferentBooks: 483, Deadline: 174, ScoreHeuristic: 3668.602549866135
158 - NumBooks: 579, SignUp: 1, BxD: 2, DifferentBooks: 474, Deadline: 173, ScoreHeuristic: 3581.2582889647174
665 - NumBooks: 548, SignUp: 1, BxD: 2, DifferentBooks: 435, Deadline: 172, ScoreHeuristic: 3500.014191740663
779 - NumBooks: 580, SignUp: 1, BxD: 2, DifferentBooks: 467, Deadline: 171, ScoreHeuristic: 3423.936487549308
959 - NumBooks: 554, SignUp: 1, BxD: 2, DifferentBooks: 448, Deadline: 170, ScoreHeuristic: 3327.6239279802967
82 - NumBooks: 506, SignUp: 1, BxD: 2, DifferentBooks: 404, Deadline: 169, ScoreHeuristic: 3414.588684423586
239 - NumBooks: 461, SignUp: 1, BxD: 2, DifferentBooks: 359, Deadline: 168, ScoreHeuristic: 3016.6302549825587
388 - NumBooks: 442, SignUp: 1, BxD: 2, DifferentBooks: 341, Deadline: 167, ScoreHeuristic: 3006.185426006144
894 - NumBooks: 477, SignUp: 1, BxD: 2, DifferentBooks: 351, Deadline: 166, ScoreHeuristic: 2689.3568778565195
69 - NumBooks: 464, SignUp: 1, BxD: 2, DifferentBooks: 337, Deadline: 165, ScoreHeuristic: 2544.3406481809598
848 - NumBooks: 460, SignUp: 1, BxD: 2, DifferentBooks: 356, Deadline: 164, ScoreHeuristic: 2901.4049291744136
969 - NumBooks: 479, SignUp: 1, BxD: 2, DifferentBooks: 358, Deadline: 163, ScoreHeuristic: 2627.2669683220483
304 - NumBooks: 428, SignUp: 1, BxD: 2, DifferentBooks: 309, Deadline: 162, ScoreHeuristic: 2596.093744180982
589 - NumBooks: 391, SignUp: 1, BxD: 2, DifferentBooks: 284, Deadline: 161, ScoreHeuristic: 2616.049233170348
944 - NumBooks: 381, SignUp: 1, BxD: 2, DifferentBooks: 278, Deadline: 160, ScoreHeuristic: 2354.80245745015
600 - NumBooks: 915, SignUp: 1, BxD: 1, DifferentBooks: 715, Deadline: 159, ScoreHeuristic: 2838.36490726175
594 - NumBooks: 994, SignUp: 1, BxD: 1, DifferentBooks: 787, Deadline: 158, ScoreHeuristic: 3249.172376501299
443 - NumBooks: 371, SignUp: 1, BxD: 2, DifferentBooks: 255, Deadline: 157, ScoreHeuristic: 2139.4484181590037
209 - NumBooks: 997, SignUp: 1, BxD: 1, DifferentBooks: 812, Deadline: 156, ScoreHeuristic: 3039.209249665563
178 - NumBooks: 844, SignUp: 1, BxD: 1, DifferentBooks: 630, Deadline: 155, ScoreHeuristic: 2603.334670786311
597 - NumBooks: 825, SignUp: 1, BxD: 1, DifferentBooks: 618, Deadline: 154, ScoreHeuristic: 2696.1251020661052
808 - NumBooks: 891, SignUp: 1, BxD: 1, DifferentBooks: 672, Deadline: 153, ScoreHeuristic: 2760.618853917356
690 - NumBooks: 924, SignUp: 1, BxD: 1, DifferentBooks: 694, Deadline: 152, ScoreHeuristic: 2789.111578874917
4 - NumBooks: 743, SignUp: 1, BxD: 1, DifferentBooks: 544, Deadline: 151, ScoreHeuristic: 2397.9789033600387
495 - NumBooks: 668, SignUp: 1, BxD: 1, DifferentBooks: 463, Deadline: 150, ScoreHeuristic: 1907.837951073875
626 - NumBooks: 640, SignUp: 1, BxD: 1, DifferentBooks: 425, Deadline: 149, ScoreHeuristic: 2041.1958664483188
478 - NumBooks: 631, SignUp: 1, BxD: 1, DifferentBooks: 420, Deadline: 148, ScoreHeuristic: 1737.6213541364605
854 - NumBooks: 632, SignUp: 1, BxD: 1, DifferentBooks: 419, Deadline: 147, ScoreHeuristic: 1913.4869927609768
245 - NumBooks: 358, SignUp: 1, BxD: 2, DifferentBooks: 258, Deadline: 146, ScoreHeuristic: 1980.1186145764575
0 - NumBooks: 344, SignUp: 1, BxD: 2, DifferentBooks: 251, Deadline: 145, ScoreHeuristic: 2225.608122020664
491 - NumBooks: 604, SignUp: 1, BxD: 1, DifferentBooks: 434, Deadline: 144, ScoreHeuristic: 2051.5504383095645
736 - NumBooks: 553, SignUp: 1, BxD: 1, DifferentBooks: 372, Deadline: 143, ScoreHeuristic: 1648.0027602832427
270 - NumBooks: 621, SignUp: 1, BxD: 1, DifferentBooks: 432, Deadline: 142, ScoreHeuristic: 1943.135160291566
476 - NumBooks: 628, SignUp: 1, BxD: 1, DifferentBooks: 416, Deadline: 141, ScoreHeuristic: 1868.9481333008453
387 - NumBooks: 604, SignUp: 1, BxD: 1, DifferentBooks: 391, Deadline: 140, ScoreHeuristic: 1689.8916169260872
241 - NumBooks: 580, SignUp: 1, BxD: 1, DifferentBooks: 401, Deadline: 139, ScoreHeuristic: 1952.5699280511635
343 - NumBooks: 619, SignUp: 1, BxD: 1, DifferentBooks: 409, Deadline: 138, ScoreHeuristic: 1897.833310301228
125 - NumBooks: 524, SignUp: 1, BxD: 1, DifferentBooks: 333, Deadline: 137, ScoreHeuristic: 1533.1679286818426
23 - NumBooks: 584, SignUp: 1, BxD: 1, DifferentBooks: 373, Deadline: 136, ScoreHeuristic: 1704.953897736798
350 - NumBooks: 527, SignUp: 1, BxD: 1, DifferentBooks: 327, Deadline: 135, ScoreHeuristic: 1628.6758996157287
700 - NumBooks: 970, SignUp: 2, BxD: 2, DifferentBooks: 608, Deadline: 133, ScoreHeuristic: 1448.018792497236
669 - NumBooks: 514, SignUp: 1, BxD: 1, DifferentBooks: 325, Deadline: 132, ScoreHeuristic: 1558.2740232235008
232 - NumBooks: 957, SignUp: 2, BxD: 2, DifferentBooks: 572, Deadline: 130, ScoreHeuristic: 1423.518033265962
148 - NumBooks: 952, SignUp: 2, BxD: 2, DifferentBooks: 591, Deadline: 128, ScoreHeuristic: 1468.9912492776623
772 - NumBooks: 327, SignUp: 1, BxD: 2, DifferentBooks: 217, Deadline: 127, ScoreHeuristic: 1835.983827156492
844 - NumBooks: 328, SignUp: 1, BxD: 2, DifferentBooks: 228, Deadline: 126, ScoreHeuristic: 1675.654158353131
447 - NumBooks: 327, SignUp: 1, BxD: 2, DifferentBooks: 228, Deadline: 125, ScoreHeuristic: 1857.8038755797231
828 - NumBooks: 873, SignUp: 2, BxD: 2, DifferentBooks: 497, Deadline: 123, ScoreHeuristic: 1373.7775315351394
852 - NumBooks: 958, SignUp: 2, BxD: 2, DifferentBooks: 584, Deadline: 121, ScoreHeuristic: 1468.737583262621
691 - NumBooks: 930, SignUp: 2, BxD: 2, DifferentBooks: 542, Deadline: 119, ScoreHeuristic: 1264.658627877952
575 - NumBooks: 311, SignUp: 1, BxD: 2, DifferentBooks: 198, Deadline: 118, ScoreHeuristic: 1933.7656438139552
112 - NumBooks: 309, SignUp: 1, BxD: 2, DifferentBooks: 206, Deadline: 117, ScoreHeuristic: 1802.6512325033914
520 - NumBooks: 895, SignUp: 2, BxD: 2, DifferentBooks: 517, Deadline: 115, ScoreHeuristic: 1351.178754878836
678 - NumBooks: 840, SignUp: 2, BxD: 2, DifferentBooks: 486, Deadline: 113, ScoreHeuristic: 1266.4204706064445
830 - NumBooks: 857, SignUp: 2, BxD: 2, DifferentBooks: 490, Deadline: 111, ScoreHeuristic: 1292.7797639061969
971 - NumBooks: 415, SignUp: 1, BxD: 1, DifferentBooks: 258, Deadline: 110, ScoreHeuristic: 1273.4637380589431
639 - NumBooks: 740, SignUp: 2, BxD: 2, DifferentBooks: 401, Deadline: 108, ScoreHeuristic: 1186.7684839506273
320 - NumBooks: 786, SignUp: 2, BxD: 2, DifferentBooks: 435, Deadline: 106, ScoreHeuristic: 1096.4227738422321
512 - NumBooks: 779, SignUp: 2, BxD: 2, DifferentBooks: 460, Deadline: 104, ScoreHeuristic: 1195.0707157000293
630 - NumBooks: 411, SignUp: 1, BxD: 1, DifferentBooks: 223, Deadline: 103, ScoreHeuristic: 1166.695317077631
793 - NumBooks: 391, SignUp: 1, BxD: 1, DifferentBooks: 226, Deadline: 102, ScoreHeuristic: 1151.7765315878862
795 - NumBooks: 331, SignUp: 1, BxD: 1, DifferentBooks: 184, Deadline: 101, ScoreHeuristic: 1061.255439600467
267 - NumBooks: 720, SignUp: 2, BxD: 2, DifferentBooks: 396, Deadline: 99, ScoreHeuristic: 1144.0931670728528
566 - NumBooks: 270, SignUp: 1, BxD: 2, DifferentBooks: 173, Deadline: 98, ScoreHeuristic: 1795.1093698336235
737 - NumBooks: 759, SignUp: 2, BxD: 2, DifferentBooks: 422, Deadline: 96, ScoreHeuristic: 1149.293774583237
455 - NumBooks: 381, SignUp: 1, BxD: 1, DifferentBooks: 217, Deadline: 95, ScoreHeuristic: 1260.6153224543248
621 - NumBooks: 675, SignUp: 2, BxD: 2, DifferentBooks: 378, Deadline: 93, ScoreHeuristic: 1107.6984462424898
633 - NumBooks: 676, SignUp: 2, BxD: 2, DifferentBooks: 353, Deadline: 91, ScoreHeuristic: 1036.3540520399379
140 - NumBooks: 292, SignUp: 1, BxD: 2, DifferentBooks: 192, Deadline: 90, ScoreHeuristic: 1740.7405862310416
366 - NumBooks: 395, SignUp: 1, BxD: 1, DifferentBooks: 219, Deadline: 89, ScoreHeuristic: 1041.7411711194725
411 - NumBooks: 697, SignUp: 2, BxD: 2, DifferentBooks: 361, Deadline: 87, ScoreHeuristic: 1058.1732991776198
606 - NumBooks: 679, SignUp: 2, BxD: 2, DifferentBooks: 383, Deadline: 85, ScoreHeuristic: 1129.9600698525355
653 - NumBooks: 278, SignUp: 1, BxD: 2, DifferentBooks: 171, Deadline: 84, ScoreHeuristic: 1683.1043716791426
834 - NumBooks: 656, SignUp: 2, BxD: 2, DifferentBooks: 327, Deadline: 82, ScoreHeuristic: 1037.663613139102
191 - NumBooks: 324, SignUp: 1, BxD: 1, DifferentBooks: 165, Deadline: 81, ScoreHeuristic: 943.0339698843442
105 - NumBooks: 646, SignUp: 2, BxD: 2, DifferentBooks: 329, Deadline: 79, ScoreHeuristic: 991.3585110747674
798 - NumBooks: 272, SignUp: 1, BxD: 1, DifferentBooks: 142, Deadline: 78, ScoreHeuristic: 921.260921588431
179 - NumBooks: 575, SignUp: 2, BxD: 2, DifferentBooks: 289, Deadline: 76, ScoreHeuristic: 935.5486754796959
45 - NumBooks: 573, SignUp: 2, BxD: 2, DifferentBooks: 273, Deadline: 74, ScoreHeuristic: 861.251600180934
160 - NumBooks: 556, SignUp: 2, BxD: 2, DifferentBooks: 295, Deadline: 72, ScoreHeuristic: 921.0515475437776
71 - NumBooks: 255, SignUp: 1, BxD: 2, DifferentBooks: 165, Deadline: 71, ScoreHeuristic: 1439.8895171268593
510 - NumBooks: 560, SignUp: 2, BxD: 2, DifferentBooks: 268, Deadline: 69, ScoreHeuristic: 795.1116447744764
333 - NumBooks: 529, SignUp: 2, BxD: 2, DifferentBooks: 275, Deadline: 67, ScoreHeuristic: 768.4959957237297
316 - NumBooks: 226, SignUp: 1, BxD: 2, DifferentBooks: 144, Deadline: 66, ScoreHeuristic: 1576.075206849321
336 - NumBooks: 520, SignUp: 2, BxD: 2, DifferentBooks: 245, Deadline: 64, ScoreHeuristic: 769.403877444382
389 - NumBooks: 483, SignUp: 2, BxD: 2, DifferentBooks: 224, Deadline: 62, ScoreHeuristic: 722.3843246754217
809 - NumBooks: 555, SignUp: 2, BxD: 2, DifferentBooks: 269, Deadline: 60, ScoreHeuristic: 755.0743279653226
358 - NumBooks: 522, SignUp: 2, BxD: 2, DifferentBooks: 244, Deadline: 58, ScoreHeuristic: 717.2888293049868
973 - NumBooks: 486, SignUp: 2, BxD: 2, DifferentBooks: 223, Deadline: 56, ScoreHeuristic: 690.2739331594792
62 - NumBooks: 499, SignUp: 2, BxD: 2, DifferentBooks: 226, Deadline: 54, ScoreHeuristic: 663.6166375806217
234 - NumBooks: 485, SignUp: 2, BxD: 2, DifferentBooks: 198, Deadline: 52, ScoreHeuristic: 689.1368713805998
80 - NumBooks: 233, SignUp: 1, BxD: 2, DifferentBooks: 143, Deadline: 51, ScoreHeuristic: 1424.595410982754
428 - NumBooks: 231, SignUp: 1, BxD: 2, DifferentBooks: 137, Deadline: 50, ScoreHeuristic: 1425.6197140651739
536 - NumBooks: 234, SignUp: 1, BxD: 2, DifferentBooks: 139, Deadline: 49, ScoreHeuristic: 1387.9613611697648
911 - NumBooks: 465, SignUp: 2, BxD: 2, DifferentBooks: 210, Deadline: 47, ScoreHeuristic: 695.1239996626668
457 - NumBooks: 446, SignUp: 2, BxD: 2, DifferentBooks: 213, Deadline: 45, ScoreHeuristic: 763.7187029036356
273 - NumBooks: 479, SignUp: 2, BxD: 2, DifferentBooks: 213, Deadline: 43, ScoreHeuristic: 668.9025622938967
21 - NumBooks: 509, SignUp: 2, BxD: 2, DifferentBooks: 213, Deadline: 41, ScoreHeuristic: 665.6921759442404
676 - NumBooks: 223, SignUp: 1, BxD: 2, DifferentBooks: 134, Deadline: 40, ScoreHeuristic: 1268.2172525672884
950 - NumBooks: 450, SignUp: 2, BxD: 2, DifferentBooks: 182, Deadline: 38, ScoreHeuristic: 646.0995326431275
220 - NumBooks: 985, SignUp: 3, BxD: 2, DifferentBooks: 461, Deadline: 35, ScoreHeuristic: 673.2064625060984
780 - NumBooks: 912, SignUp: 3, BxD: 2, DifferentBooks: 382, Deadline: 32, ScoreHeuristic: 633.496300184122
288 - NumBooks: 857, SignUp: 3, BxD: 2, DifferentBooks: 337, Deadline: 29, ScoreHeuristic: 563.0623862861529
461 - NumBooks: 869, SignUp: 3, BxD: 2, DifferentBooks: 367, Deadline: 26, ScoreHeuristic: 589.7338090717451
504 - NumBooks: 841, SignUp: 3, BxD: 2, DifferentBooks: 351, Deadline: 23, ScoreHeuristic: 563.9914232630078
821 - NumBooks: 810, SignUp: 3, BxD: 2, DifferentBooks: 298, Deadline: 20, ScoreHeuristic: 559.9856913609412
674 - NumBooks: 797, SignUp: 3, BxD: 2, DifferentBooks: 310, Deadline: 17, ScoreHeuristic: 542.2463068746771
14 - NumBooks: 835, SignUp: 3, BxD: 2, DifferentBooks: 319, Deadline: 14, ScoreHeuristic: 535.5832123921953
104 - NumBooks: 826, SignUp: 3, BxD: 2, DifferentBooks: 303, Deadline: 11, ScoreHeuristic: 522.3249987103392
623 - NumBooks: 759, SignUp: 3, BxD: 2, DifferentBooks: 277, Deadline: 8, ScoreHeuristic: 493.9515514032193
996 - NumBooks: 682, SignUp: 3, BxD: 2, DifferentBooks: 249, Deadline: 5, ScoreHeuristic: 488.55401658585106
517 - NumBooks: 687, SignUp: 3, BxD: 2, DifferentBooks: 245, Deadline: 2, ScoreHeuristic: 512.656098765091
56 - NumBooks: 207, SignUp: 1, BxD: 2, DifferentBooks: 98, Deadline: 1, ScoreHeuristic: 992.4147145832184
END
